crop_type,soil_type,N,P,K,pH,rainfall_mm,temperature_c,humidity,yield_per_acre
Soybean,Laterite,95.2,68.0,141.3,7.57,1928.7,41.2,38.6,1.12
Soybean,Laterite,20.2,88.5,141.7,6.41,712.4,21.1,25.7,2.92
Soybean,Loamy,13.7,110.3,180.1,7.17,1676.1,26.9,32.5,1.0
Soybean,Red,102.9,93.5,41.3,7.28,1195.8,32.8,39.2,2.49
Soybean,Sandy,143.6,66.9,92.1,8.09,1157.3,28.7,43.3,2.35
Soybean,Alluvial,61.4,100.4,58.7,8.1,839.8,47.5,68.4,5.49
Soybean,Black,182.2,134.1,95.7,4.67,132.1,25.5,23.2,2.49
Soybean,Laterite,42.1,58.9,172.6,6.37,243.3,12.4,85.1,4.32
Soybean,Red,78.7,38.5,129.0,7.43,1222.2,10.2,93.5,1.96
Soybean,Clay,70.0,82.7,89.1,7.55,1511.3,39.4,20.9,2.19
Soybean,Sandy,67.2,37.5,161.2,4.45,648.3,16.1,53.6,3.51
Soybean,Red,84.2,82.5,191.0,4.57,598.5,46.5,96.6,1.19
Soybean,Loamy,67.9,113.4,10.0,5.29,490.0,46.3,76.4,2.7
Soybean,Alluvial,74.5,149.7,108.7,5.88,1026.1,15.8,61.0,1.63
Soybean,Red,161.4,67.2,136.9,8.09,1332.9,18.9,36.8,2.58
Soybean,Clay,140.2,14.0,149.1,7.75,1662.6,37.3,27.0,1.0
Soybean,Alluvial,100.9,109.0,105.7,4.04,288.0,36.9,52.0,2.29
Soybean,Clay,20.3,30.4,55.5,7.74,493.5,41.9,30.6,6.18
Soybean,Black,176.4,90.7,179.3,4.58,1191.3,25.1,46.9,3.11
Soybean,Sandy,155.0,115.5,105.6,8.64,733.1,17.6,69.1,2.68
Soybean,Sandy,14.1,93.1,78.0,7.74,2039.5,30.1,20.1,2.94
Soybean,Loamy,64.2,91.6,56.4,5.29,941.5,44.6,51.3,5.46
Soybean,Red,123.7,49.0,129.5,7.12,1532.6,14.4,70.8,1.76
Soybean,Laterite,28.4,139.7,58.6,6.66,259.6,25.0,30.1,2.93
Soybean,Clay,116.3,91.0,156.2,7.08,1524.7,44.5,56.2,1.27
Soybean,Laterite,199.2,67.0,178.3,5.64,1360.8,42.2,68.5,1.57
Soybean,Sandy,120.6,115.4,69.8,6.89,335.5,45.4,47.0,1.2
Soybean,Clay,22.7,117.6,41.9,7.63,1159.1,41.5,84.7,4.95
Soybean,Red,128.9,140.3,121.2,8.29,2170.7,28.8,47.8,1.0
Soybean,Loamy,39.8,16.3,168.2,8.88,311.5,40.6,88.7,4.67
Soybean,Red,143.0,67.3,22.8,8.81,1137.5,34.6,62.5,3.25
Soybean,Alluvial,174.5,140.3,162.1,8.79,2390.2,32.8,78.3,1.46
Soybean,Clay,126.1,7.8,74.4,4.5,820.6,10.7,93.6,1.12
Soybean,Black,156.1,141.4,63.9,8.31,1273.3,14.6,73.5,2.37
Soybean,Black,85.5,54.9,103.7,4.31,470.1,16.8,85.3,2.66
Soybean,Alluvial,67.4,143.0,130.9,6.28,1223.9,24.4,38.6,2.48
Soybean,Clay,107.9,81.6,153.5,5.79,1820.3,31.1,96.9,2.32
Soybean,Black,43.7,78.1,135.5,8.49,1665.9,27.3,22.7,2.7
Soybean,Black,88.8,93.5,182.2,6.29,2470.6,31.7,32.8,2.18
Soybean,Alluvial,90.7,8.6,37.0,8.7,1487.4,40.2,58.9,1.82
Soybean,Clay,76.7,15.1,118.9,7.04,249.2,24.1,53.1,2.57
Soybean,Clay,86.2,120.6,36.6,7.1,1313.4,20.2,78.2,1.84
Soybean,Red,66.9,89.6,99.4,5.67,327.6,30.4,29.0,2.9
Soybean,Black,150.6,64.8,135.7,6.45,1149.0,19.6,50.6,2.13
Soybean,Black,166.8,106.7,198.0,8.68,1379.5,38.0,65.6,1.43
Soybean,Loamy,178.5,106.9,16.7,7.35,678.4,20.6,35.7,3.67
Soybean,Red,141.5,45.1,188.1,4.18,2449.7,10.3,80.3,1.83
Soybean,Red,78.7,137.8,174.9,6.13,656.1,18.9,37.6,2.23
Soybean,Sandy,144.9,41.3,120.2,6.67,2126.7,37.2,86.5,1.91
Soybean,Clay,120.0,55.3,43.3,7.47,744.5,44.5,43.8,3.09
Soybean,Loamy,144.2,139.8,144.8,6.89,652.1,8.6,75.6,2.24
Soybean,Laterite,92.8,43.0,10.4,5.57,1812.1,13.9,47.3,1.4
Soybean,Red,165.7,107.3,134.3,4.52,751.6,8.2,31.0,1.0
Soybean,Laterite,162.1,15.4,53.5,8.1,2027.3,45.8,99.8,1.29
Soybean,Clay,85.0,41.3,152.9,5.5,2035.4,29.4,83.5,2.0
Soybean,Clay,27.5,20.6,15.2,5.61,2486.4,21.9,80.9,2.24
Soybean,Red,93.6,31.8,42.5,4.5,1136.9,11.0,92.8,3.91
Soybean,Clay,23.8,72.7,120.1,4.23,1065.0,18.3,22.5,3.18
Soybean,Black,181.2,137.1,23.0,5.82,2003.6,36.1,22.1,2.51
Soybean,Black,36.2,63.6,113.3,4.15,1606.3,23.8,20.8,2.92
Soybean,Alluvial,14.7,135.6,140.8,8.7,701.2,35.8,84.8,2.14
Soybean,Sandy,139.0,58.8,175.8,8.22,520.4,44.2,55.3,2.56
Soybean,Red,8.4,98.8,110.4,6.71,1996.0,23.0,99.6,2.07
Soybean,Red,55.3,145.7,121.5,4.04,181.9,13.9,35.0,1.78
Soybean,Red,48.4,145.5,129.0,7.46,622.8,43.7,73.4,2.57
Soybean,Black,76.4,99.6,64.6,5.19,1271.5,16.6,58.7,4.14
Soybean,Alluvial,151.9,44.3,127.8,4.12,1608.6,46.1,38.8,1.0
Soybean,Clay,12.7,26.3,193.3,6.31,2152.0,26.6,72.9,3.25
Soybean,Black,55.2,138.2,114.9,5.78,494.5,26.9,78.4,4.57
Soybean,Loamy,62.2,120.3,83.4,7.33,2342.3,8.8,20.9,2.09
Soybean,Black,34.8,116.4,90.1,4.89,1921.2,44.6,94.7,1.98
Soybean,Alluvial,175.4,49.8,141.6,8.31,586.3,22.3,98.4,5.05
Soybean,Laterite,179.4,14.5,108.6,4.68,1689.5,39.7,71.4,1.49
Soybean,Sandy,23.2,11.1,103.3,4.3,1042.0,43.9,39.3,2.9
Soybean,Laterite,114.3,148.9,152.5,4.18,1810.5,41.0,91.7,1.0
Soybean,Black,148.0,77.8,150.5,6.47,407.1,30.8,59.4,3.07
Soybean,Clay,77.4,72.0,71.1,4.17,477.8,12.6,54.5,2.95
Soybean,Loamy,108.6,95.9,129.8,6.93,526.6,9.3,47.0,1.71
Soybean,Clay,54.7,94.4,103.1,8.59,1104.4,42.2,65.1,3.37
Soybean,Clay,7.0,64.8,185.7,5.92,323.5,20.1,59.8,3.86
Soybean,Sandy,163.1,10.2,115.5,5.86,2242.0,13.8,65.1,1.0
Soybean,Loamy,144.8,19.6,126.8,4.57,712.1,15.1,33.8,2.25
Soybean,Sandy,177.6,33.3,147.6,5.35,2033.0,35.3,61.8,2.04
Soybean,Red,190.1,69.4,90.0,6.5,1773.8,22.7,89.1,2.35
Soybean,Red,90.8,79.1,123.4,5.38,1126.0,27.4,75.0,3.15
Soybean,Alluvial,44.3,69.4,196.2,5.85,2396.8,39.9,55.4,3.66
Soybean,Alluvial,123.5,101.5,20.0,8.67,1532.8,45.2,70.6,3.66
Soybean,Sandy,163.0,25.2,157.8,9.0,2142.5,38.1,73.0,1.0
Soybean,Laterite,147.4,110.0,128.1,7.98,1177.0,12.9,64.7,1.08
Soybean,Loamy,168.9,6.5,174.5,4.13,1199.9,10.7,97.5,1.0
Soybean,Sandy,83.9,140.1,13.0,7.42,2142.5,46.4,34.2,1.0
Soybean,Alluvial,103.9,111.9,195.5,4.19,1395.8,26.0,39.4,1.73
Soybean,Loamy,36.9,46.2,157.4,6.3,2484.8,23.5,57.1,3.11
Soybean,Black,119.5,49.1,79.4,4.88,1835.0,36.3,36.1,1.67
Soybean,Clay,174.6,31.0,65.1,6.72,1590.6,40.3,52.6,2.98
Soybean,Black,138.9,56.1,196.2,5.49,117.3,28.6,32.1,2.29
Soybean,Laterite,175.9,127.4,45.0,8.16,520.4,42.5,81.6,3.99
Soybean,Loamy,57.4,68.8,92.0,7.87,981.7,14.5,40.1,4.97
Soybean,Sandy,164.0,70.7,95.4,5.36,2260.4,11.6,31.6,1.9
Soybean,Alluvial,187.3,125.6,198.4,7.12,1970.1,29.7,40.7,1.63
Soybean,Loamy,17.7,89.8,59.4,6.33,1441.6,43.4,66.3,5.94
Soybean,Black,74.0,19.9,110.9,5.51,1685.9,20.8,54.5,3.83
Soybean,Sandy,198.5,78.6,9.7,6.71,2188.8,38.9,76.1,2.01
Soybean,Loamy,57.0,38.3,16.9,4.95,1171.0,28.1,41.6,4.64
Soybean,Red,73.9,129.4,10.3,4.02,775.0,44.6,92.1,3.95
Soybean,Alluvial,191.6,6.1,22.2,7.37,1036.5,40.8,21.0,2.91
Soybean,Alluvial,117.6,112.7,50.8,5.47,1466.9,47.3,37.4,1.99
Soybean,Red,105.3,101.3,49.6,4.69,583.9,22.2,31.9,3.11
Soybean,Alluvial,70.7,116.8,25.8,5.15,120.3,46.7,67.4,3.24
Soybean,Black,23.6,136.7,122.7,5.21,1107.2,22.3,76.0,4.65
Soybean,Alluvial,8.9,33.7,98.2,6.23,1340.0,36.6,74.6,4.12
Soybean,Alluvial,126.4,21.7,29.8,4.36,1764.6,27.8,69.4,2.59
Soybean,Red,149.4,71.9,196.9,6.28,369.9,47.7,21.8,1.0
Soybean,Laterite,129.6,19.7,141.6,4.06,1738.1,41.8,57.5,1.43
Soybean,Red,165.0,110.1,174.9,4.85,276.6,12.8,32.9,1.66
Soybean,Black,196.0,31.5,182.7,5.04,997.0,25.6,93.7,3.19
Soybean,Black,44.2,48.9,100.7,5.9,1702.1,47.0,68.5,2.93
Soybean,Black,93.5,133.4,80.7,7.4,647.6,18.4,50.1,3.11
Soybean,Alluvial,38.5,6.5,172.4,6.8,1019.6,24.4,57.1,3.75
Soybean,Black,100.8,88.3,61.0,7.31,1305.8,21.4,86.1,4.14
Soybean,Sandy,37.5,122.9,72.4,6.52,1559.0,27.5,65.8,3.03
Soybean,Black,146.8,138.9,129.3,8.76,321.7,10.4,68.3,1.0
Soybean,Black,158.8,136.2,118.7,6.05,1851.1,18.5,26.2,1.0
Soybean,Sandy,112.5,25.0,182.2,6.97,1198.4,45.5,27.8,1.0
Soybean,Alluvial,44.4,100.4,91.5,5.45,1104.7,25.8,92.8,4.32
Soybean,Black,70.2,118.7,27.7,8.23,737.9,10.0,29.4,2.91
Soybean,Red,140.2,126.5,192.1,7.03,1364.6,8.7,25.8,1.0
Soybean,Black,5.1,114.6,59.5,8.23,244.4,46.1,28.1,1.78
Soybean,Black,65.7,79.3,26.2,4.35,1130.9,37.7,41.5,3.56
Soybean,Sandy,25.3,65.8,17.9,5.43,924.0,42.1,87.0,5.4
Soybean,Sandy,162.6,58.5,197.2,5.84,943.6,33.5,96.9,2.67
Soybean,Alluvial,118.9,131.3,41.3,6.95,221.6,40.6,42.0,3.57
Soybean,Alluvial,45.6,71.2,45.6,6.49,2268.4,32.7,88.4,5.15
Soybean,Clay,147.8,134.8,187.6,6.46,363.5,26.7,64.5,1.98
Soybean,Alluvial,72.7,96.0,15.3,7.77,110.8,20.3,60.3,2.07
Soybean,Sandy,115.6,31.0,101.1,8.37,1956.3,11.2,89.0,1.0
Soybean,Alluvial,24.2,74.5,189.5,6.8,1702.1,12.5,31.5,3.19
Soybean,Sandy,178.9,60.4,144.2,7.26,503.8,20.8,62.4,2.73
Soybean,Sandy,47.8,142.7,35.0,4.18,1382.7,29.1,87.5,2.91
Soybean,Sandy,47.4,110.3,20.8,6.26,1723.0,18.7,25.9,2.81
Soybean,Loamy,27.3,109.3,165.7,7.64,649.9,46.3,22.0,1.98
Soybean,Clay,185.9,88.4,30.3,4.88,417.2,20.3,50.4,3.5
Soybean,Black,169.5,72.5,158.1,6.41,1027.6,29.0,74.1,3.22
Soybean,Loamy,29.2,76.4,57.6,6.46,2379.1,19.6,99.5,6.34
Soybean,Black,45.6,84.0,169.2,7.75,1836.5,19.3,21.8,2.2
Soybean,Red,70.5,102.9,129.5,5.9,117.5,18.1,70.7,1.22
Soybean,Black,135.2,47.8,187.1,6.26,696.5,20.7,80.2,5.13
Soybean,Red,68.7,62.5,41.8,7.46,890.4,21.0,41.5,5.93
Soybean,Sandy,155.5,126.2,161.9,7.11,773.0,37.4,23.1,1.75
Soybean,Black,37.8,64.5,23.5,5.21,1004.2,29.6,38.4,8.62
Soybean,Black,75.4,87.7,176.4,5.41,1596.2,14.6,48.3,1.0
Soybean,Black,62.1,43.1,118.1,7.53,179.6,30.7,33.6,3.39
Soybean,Sandy,181.0,144.9,168.0,5.06,785.7,42.8,91.1,1.0
Soybean,Alluvial,55.2,78.8,112.8,5.65,1232.3,19.2,20.5,3.85
Soybean,Loamy,141.5,116.8,59.6,6.04,189.7,17.5,82.3,2.18
Soybean,Laterite,137.0,114.0,137.6,7.78,510.3,30.5,88.0,2.36
Soybean,Loamy,29.1,40.6,62.5,4.91,1598.4,19.8,32.6,5.36
Soybean,Clay,184.4,88.6,41.3,4.63,723.4,12.1,61.1,4.34
Soybean,Clay,33.1,25.8,64.5,4.32,318.6,13.7,77.0,6.39
Soybean,Black,99.8,69.7,157.2,7.57,1557.5,45.4,53.8,2.58
Soybean,Clay,109.9,93.0,138.1,4.87,823.0,37.4,33.1,3.0
Soybean,Laterite,178.4,102.8,166.4,6.72,265.4,12.0,64.4,1.0
Soybean,Laterite,53.2,108.4,92.1,5.42,1356.2,23.2,38.4,2.97
Soybean,Alluvial,130.7,129.0,118.0,7.95,1094.7,31.6,24.5,2.1
Soybean,Alluvial,81.0,141.0,133.7,6.88,1775.0,9.8,51.2,1.0
Soybean,Clay,99.3,106.1,171.4,4.98,890.6,25.5,97.0,1.14
Soybean,Sandy,116.6,143.3,71.7,7.2,2402.6,39.9,75.1,1.0
Soybean,Alluvial,47.8,137.7,88.2,7.27,180.0,24.6,85.4,3.99
Soybean,Clay,44.2,82.1,151.0,5.2,2318.1,42.7,40.1,2.82
Soybean,Loamy,12.8,13.0,73.0,7.1,1065.5,9.0,58.1,3.11
Soybean,Sandy,142.8,128.8,189.5,8.58,1074.5,43.9,20.1,1.0
Soybean,Red,77.3,146.0,50.4,8.09,1799.7,8.2,99.5,1.05
Soybean,Black,140.8,143.4,76.5,4.86,544.0,8.8,64.4,2.48
Soybean,Sandy,182.4,76.3,99.9,7.14,366.2,32.3,57.1,2.56
Soybean,Loamy,153.5,119.0,33.9,6.63,2158.1,20.7,54.0,2.42
Soybean,Sandy,43.6,68.8,136.7,5.59,373.2,32.6,37.9,3.85
Soybean,Loamy,94.7,68.0,140.1,6.26,408.6,43.2,54.3,2.95
Soybean,Loamy,116.1,36.3,33.2,5.62,492.5,10.4,42.7,3.81
Soybean,Black,117.7,49.8,150.2,4.24,210.1,40.4,54.7,3.15
Soybean,Black,47.7,98.4,184.7,6.23,1265.5,17.5,50.6,2.77
Soybean,Sandy,52.1,35.0,82.4,8.3,247.5,16.7,91.5,3.37
Soybean,Laterite,147.6,112.8,172.9,4.15,541.0,33.6,47.1,1.03
Soybean,Sandy,102.5,80.3,128.9,7.45,1671.7,31.5,32.5,1.0
Soybean,Alluvial,32.9,131.9,83.9,5.38,830.3,21.2,60.5,4.12
Soybean,Loamy,131.2,66.7,136.0,7.02,686.7,40.5,83.9,3.41
Soybean,Red,148.4,92.5,132.5,5.05,881.2,8.8,28.7,3.27
Soybean,Black,163.8,141.2,121.0,6.04,2451.3,20.4,80.6,1.0
Soybean,Loamy,27.2,50.7,22.7,6.04,2287.8,39.3,77.8,5.46
Soybean,Clay,134.5,13.2,10.5,4.76,1668.7,10.1,21.7,1.33
Soybean,Alluvial,119.1,118.0,151.9,5.29,844.5,27.1,21.5,1.85
Soybean,Laterite,97.4,20.7,29.6,6.32,1854.3,41.3,63.7,1.0
Soybean,Sandy,33.6,119.8,95.7,7.95,1789.8,15.8,60.8,1.47
Soybean,Sandy,69.3,142.3,103.0,6.36,842.1,21.6,61.0,2.48
Soybean,Black,91.2,98.1,102.7,8.52,2355.7,14.5,88.2,1.38
Soybean,Alluvial,151.2,103.0,194.4,6.54,1390.7,17.8,50.8,2.46
Soybean,Red,25.2,123.2,62.9,8.88,1786.2,14.9,58.1,1.2
Soybean,Clay,96.0,120.3,167.5,5.42,2070.8,15.2,81.0,1.0
Soybean,Clay,142.1,146.8,92.1,5.3,476.0,19.5,46.2,1.13
Soybean,Clay,132.8,44.6,14.9,5.87,2153.5,27.9,97.2,1.13
Soybean,Black,102.7,149.8,106.2,8.82,139.3,36.8,70.2,1.46
Soybean,Clay,108.9,61.8,109.8,7.06,458.8,24.7,46.8,2.48
Soybean,Laterite,160.0,67.2,18.4,8.34,1936.1,39.6,79.6,1.82
Soybean,Black,14.8,33.5,46.1,8.96,1469.9,13.6,41.8,4.87
Soybean,Clay,69.6,85.3,55.2,5.54,1665.4,14.0,69.4,4.37
Soybean,Alluvial,157.6,123.4,14.0,7.55,1828.6,16.6,29.0,1.0
Soybean,Loamy,40.3,134.8,113.6,8.68,522.6,39.7,24.8,3.12
Soybean,Alluvial,96.2,143.8,176.4,5.55,883.6,31.7,93.4,1.79
Soybean,Alluvial,80.5,55.5,44.9,8.49,622.0,33.5,90.5,6.04
Soybean,Loamy,10.5,102.2,102.0,6.87,995.1,36.6,73.9,4.62
Soybean,Loamy,165.7,29.5,81.5,8.11,594.2,42.6,59.8,3.61
Soybean,Clay,173.7,49.7,170.1,6.53,1587.5,17.6,76.5,1.38
Soybean,Loamy,107.7,105.9,104.3,6.09,2487.7,13.9,67.4,1.0
Soybean,Black,137.4,73.8,150.4,4.07,833.5,35.2,99.0,2.97
Soybean,Alluvial,112.1,43.9,101.4,7.48,128.5,33.5,63.3,2.36
Soybean,Clay,189.2,146.5,179.4,5.02,567.0,33.0,63.5,1.47
Soybean,Black,169.6,82.6,189.0,4.39,1334.3,38.7,68.0,1.51
Soybean,Sandy,167.0,41.8,49.8,8.32,303.2,24.3,85.7,3.3
Soybean,Black,81.9,137.6,171.0,6.27,100.5,44.0,29.9,1.33
Soybean,Clay,167.9,66.3,56.1,8.99,2195.5,29.9,64.9,3.21
Soybean,Black,108.5,93.3,123.8,7.63,1688.1,10.7,56.6,1.47
Soybean,Red,82.4,87.7,62.2,5.21,878.3,40.6,54.1,2.87
Soybean,Alluvial,180.6,61.0,174.5,4.19,449.6,20.9,47.6,1.57
Soybean,Sandy,88.1,42.5,11.2,8.21,801.9,41.5,58.3,3.11
Soybean,Black,42.1,95.9,198.3,8.46,1523.5,29.5,99.9,3.04
Soybean,Black,96.5,15.5,102.8,4.62,2112.6,38.4,25.9,1.0
Soybean,Loamy,198.4,37.0,78.3,4.66,1558.3,37.1,58.6,3.56
Soybean,Black,63.7,125.6,134.5,8.31,2442.7,42.9,52.3,2.01
Soybean,Sandy,148.4,136.0,15.6,6.28,1892.6,31.3,34.0,1.8
Soybean,Sandy,54.9,96.7,181.9,5.94,1613.4,17.8,23.9,1.24
Soybean,Sandy,72.5,13.4,186.4,4.33,1878.7,23.1,95.9,1.22
Soybean,Alluvial,183.2,89.8,79.3,4.49,517.1,35.2,21.3,2.82
Soybean,Laterite,90.0,61.0,42.4,8.82,2402.5,37.9,43.7,2.83
Soybean,Loamy,172.1,93.6,94.4,7.57,638.0,12.4,80.9,3.07
Soybean,Loamy,141.3,114.5,152.7,4.3,587.7,27.7,49.5,2.84
Soybean,Laterite,81.4,108.1,118.0,7.57,248.8,9.4,50.3,1.0
Soybean,Laterite,137.3,38.3,104.9,8.56,1329.3,14.3,70.2,2.43
Soybean,Clay,138.0,94.7,65.2,5.4,919.8,16.7,80.6,3.36
Soybean,Sandy,165.3,33.1,22.8,5.65,1033.4,20.3,30.8,3.97
Soybean,Red,17.4,34.0,127.3,5.52,2160.4,13.6,97.1,1.8
Soybean,Red,55.0,36.8,18.8,5.74,2449.5,22.2,56.8,2.82
Soybean,Sandy,6.8,117.4,16.1,6.69,981.5,13.9,79.2,2.77
Soybean,Alluvial,195.6,19.6,90.7,8.89,1011.0,37.6,22.4,1.66
Soybean,Clay,171.9,87.3,22.5,8.27,1383.7,24.6,47.0,2.62
Soybean,Laterite,63.8,118.1,107.5,8.78,1254.6,35.1,60.8,2.21
Soybean,Loamy,85.6,89.7,27.7,7.07,1054.7,35.1,45.2,5.9
Soybean,Black,59.7,92.7,143.8,8.13,2324.0,24.5,79.2,3.6
Soybean,Laterite,11.7,110.4,189.0,4.81,1645.3,40.5,92.4,1.08
Soybean,Black,37.9,15.7,51.1,4.29,1584.7,39.8,47.2,3.94
Soybean,Black,69.9,13.3,67.8,4.31,502.8,24.4,61.2,5.03
Soybean,Clay,51.5,115.1,175.2,5.41,328.5,18.1,28.3,1.71
Soybean,Laterite,120.6,62.3,101.8,4.85,1657.7,32.8,41.2,2.24
Soybean,Laterite,199.5,80.8,111.1,5.79,1756.6,26.9,46.3,1.47
Soybean,Alluvial,34.5,137.7,118.5,7.98,139.4,24.8,98.8,3.2
Soybean,Red,157.5,107.8,42.4,6.81,1883.0,33.3,68.0,2.57
Soybean,Clay,182.6,123.5,196.9,8.74,1795.6,42.8,79.8,1.86
Soybean,Alluvial,179.6,111.1,34.0,8.27,1584.6,32.4,93.7,3.55
Soybean,Sandy,16.0,122.6,187.4,8.15,1846.1,14.0,47.9,1.0
Soybean,Laterite,140.6,119.2,92.2,5.62,132.5,39.9,46.2,1.36
Soybean,Clay,39.5,121.7,169.9,7.19,1947.7,14.9,66.1,3.01
Soybean,Clay,179.5,103.2,131.4,4.29,2062.9,30.6,87.8,2.35
Soybean,Alluvial,176.2,82.8,12.3,7.22,1341.6,16.8,81.2,3.15
Soybean,Clay,30.0,139.8,67.2,4.97,1248.2,9.7,40.2,3.03
Soybean,Loamy,136.3,145.5,132.8,5.12,952.6,47.1,37.9,1.0
Soybean,Clay,136.7,59.6,118.3,6.58,1358.7,41.2,76.3,3.27
Soybean,Sandy,35.0,122.6,18.5,4.47,921.3,12.7,58.1,4.62
Soybean,Black,99.9,28.0,165.8,6.15,1036.3,34.6,80.7,2.68
Soybean,Clay,179.5,53.2,117.8,5.2,2013.7,39.0,43.7,2.4
Soybean,Sandy,52.5,49.8,81.1,5.54,1839.1,27.7,21.5,2.99
Soybean,Laterite,9.5,41.4,28.7,4.18,761.6,47.5,41.6,3.17
Soybean,Clay,103.9,139.1,72.1,6.01,557.5,31.7,79.2,3.03
Soybean,Red,169.7,29.8,93.2,5.6,780.1,42.4,53.7,3.21
Soybean,Laterite,110.0,148.0,75.5,7.86,988.2,23.9,28.9,1.0
Soybean,Alluvial,171.0,39.1,121.9,8.28,1080.9,45.3,92.2,1.88
Soybean,Red,23.3,94.4,137.2,7.13,2023.2,37.3,54.6,1.75
Soybean,Red,128.2,142.4,38.2,4.6,180.1,22.6,47.0,2.05
Soybean,Sandy,142.0,60.9,80.2,6.93,1053.0,43.3,28.8,1.0
Soybean,Clay,20.5,52.2,92.4,4.94,531.8,25.0,80.4,6.01
Soybean,Clay,155.7,38.8,148.6,6.82,566.9,11.1,67.5,3.97
Soybean,Red,169.2,66.4,149.3,7.36,611.9,21.6,61.0,3.6
Soybean,Red,80.8,48.7,12.5,4.74,355.0,21.4,68.8,4.87
Soybean,Sandy,121.5,98.2,117.8,4.13,2499.0,9.3,51.6,1.0
Soybean,Alluvial,51.9,52.0,50.4,5.35,324.7,25.1,38.8,7.54
Soybean,Loamy,159.5,70.0,191.1,4.74,2140.6,17.9,94.7,2.49
Soybean,Clay,106.7,91.9,141.7,8.54,320.2,21.2,76.7,1.72
Soybean,Clay,42.7,100.3,27.7,8.14,693.6,29.0,67.7,7.98
Soybean,Black,147.3,95.7,22.1,5.69,459.8,32.2,58.2,3.9
Soybean,Sandy,195.3,55.7,55.3,5.11,481.2,48.0,43.6,3.56
Soybean,Red,74.6,44.3,135.2,4.24,897.5,19.2,80.1,2.81
Soybean,Alluvial,148.1,145.8,139.6,4.51,686.9,31.8,42.0,1.68
Soybean,Alluvial,49.8,142.1,169.8,6.2,1256.8,44.0,67.3,2.72
Soybean,Black,79.4,23.5,164.2,8.71,1031.9,37.1,52.9,3.5
Soybean,Sandy,135.9,90.9,131.6,8.83,1782.9,33.6,69.1,1.29
Soybean,Black,135.5,25.5,148.5,7.23,2431.0,44.4,42.7,1.53
Soybean,Clay,120.5,8.7,53.0,5.7,1800.1,29.8,88.5,2.05
Soybean,Laterite,13.4,73.0,151.9,7.95,1297.6,11.8,50.5,3.41
Soybean,Alluvial,158.8,88.4,173.3,6.75,650.4,29.7,77.0,2.76
Soybean,Red,52.4,11.0,54.2,8.92,542.7,26.6,71.1,4.95
Soybean,Sandy,138.9,32.9,87.4,7.12,2194.5,26.2,84.7,2.13
Groundnut,Sandy,85.8,77.6,141.6,4.16,2237.9,38.8,40.0,1.26
Groundnut,Alluvial,115.9,71.4,100.5,7.78,1362.3,20.9,66.5,1.93
Groundnut,Clay,140.4,123.9,180.8,4.53,2243.2,15.9,79.0,0.85
Groundnut,Clay,96.9,30.1,78.8,5.46,1965.4,21.3,71.3,0.85
Groundnut,Alluvial,119.3,25.7,63.0,7.12,1842.9,9.6,62.5,1.28
Groundnut,Loamy,80.5,146.9,52.5,7.05,2133.3,40.1,27.2,1.66
Groundnut,Laterite,55.3,56.6,100.4,7.95,498.9,12.3,32.3,1.73
Groundnut,Alluvial,190.6,100.5,6.1,5.79,1331.5,28.0,68.3,1.93
Groundnut,Loamy,131.6,143.7,163.1,8.13,535.5,27.1,95.9,1.15
Groundnut,Laterite,44.3,133.9,137.2,4.84,1791.5,37.7,91.0,1.14
Groundnut,Sandy,111.8,89.0,134.0,5.5,1138.7,37.7,98.8,2.77
Groundnut,Sandy,29.4,143.6,154.0,8.84,185.7,35.2,23.5,1.36
Groundnut,Clay,86.8,101.5,15.6,7.29,951.4,45.0,87.9,0.85
Groundnut,Loamy,169.4,12.5,38.3,4.51,287.0,9.0,24.4,0.98
Groundnut,Red,151.2,33.5,5.1,5.83,2305.8,31.1,78.2,3.45
Groundnut,Clay,187.8,80.1,97.2,5.07,1912.9,13.6,59.3,2.1
Groundnut,Loamy,48.6,39.8,173.0,7.13,1056.9,15.5,68.8,2.87
Groundnut,Black,115.3,138.7,12.7,5.4,237.0,15.8,29.9,0.85
Groundnut,Laterite,194.4,94.7,79.2,7.46,1682.7,8.6,57.4,1.1
Groundnut,Loamy,115.4,52.4,147.0,7.27,490.7,46.6,64.5,4.03
Groundnut,Red,52.2,102.4,78.5,7.16,1969.8,38.4,50.0,1.09
Groundnut,Loamy,112.1,94.8,58.5,8.13,494.4,8.0,96.2,3.72
Groundnut,Laterite,69.6,101.8,187.9,7.26,480.6,31.2,63.4,1.64
Groundnut,Loamy,170.6,44.7,170.3,6.13,1531.6,39.6,23.2,2.1
Groundnut,Black,32.0,57.0,97.2,8.48,153.9,30.4,71.4,2.48
Groundnut,Black,26.3,149.1,37.2,7.91,2091.6,47.8,54.3,1.63
Groundnut,Alluvial,112.3,146.4,65.9,6.97,1929.5,32.4,53.5,1.53
Groundnut,Clay,162.2,8.9,133.1,4.39,702.9,36.9,42.4,0.85
Groundnut,Loamy,119.6,47.2,49.8,4.71,939.7,45.2,22.5,3.1
Groundnut,Red,198.2,60.6,128.1,7.9,1042.3,14.5,54.7,2.73
Groundnut,Laterite,196.8,22.8,180.7,7.32,2312.8,44.6,91.3,0.85
Groundnut,Laterite,86.3,101.4,45.9,5.78,1978.1,33.8,46.1,1.4
Groundnut,Loamy,101.3,109.3,111.9,7.61,904.5,10.7,81.7,1.77
